,FECHA,DESDE,HASTA,LINEA,MOLINETE,ESTACION,pax_pagos,pax_pases_pagos,pax_franq,pax_TOTAL
216100,11/8/2022,21:00:00,21:15:00,LineaB,LineaB_CallaoB_S_Turn03,Callao.B,12,0,1,13
546623,29/8/2022,15:30:00,15:45:00,LineaB,LineaB_Pueyr_N_Turn03,Pueyrredon,26,0,2,28
154196,8/8/2022,20:45:00,21:00:00,LineaB,LineaB_Pueyr_N_Turn01,Pueyrredon,4,0,1,5
23733,2/8/2022,08:15:00,08:30:00,LineaA,LineaA_Carabobo_O_Turn02,Carabobo,37,0,0,37
101821,5/8/2022,22:00:00,22:15:00,LineaA,LineaA_SanPedrito_Oeste_Turn06,San Pedrito,4,0,0,4
94084,5/8/2022,15:30:00,15:45:00,LineaA,LineaA_Piedras_N_Turn01,Piedras,2,0,0,2
233873,12/8/2022,18:30:00,18:45:00,LineaA,LineaA_Loria_S_Turn01,Loria,7,0,8,15
268813,14/8/2022,18:45:00,19:00:00,LineaA,LineaA_CBarros_S_Turn01,Castro Barros,17,0,0,17
449620,24/8/2022,13:30:00,13:45:00,LineaB,LineaB_Lacroze_O_Turn06,Federico Lacroze,5,0,1,6
99610,5/8/2022,20:00:00,20:15:00,LineaA,LineaA_SanPedrito_Oeste_Turn03,San Pedrito,6,0,1,7
587822,31/8/2022,16:00:00,16:15:00,LineaB,LineaB_Gardel_N_Turn01,Carlos Gardel,52,0,5,57
507557,27/8/2022,11:45:00,12:00:00,LineaA,LineaA_SnzPena_N_Turn01,Saenz Peña ,6,0,0,6
430310,23/8/2022,14:30:00,14:45:00,LineaA,LineaA_RJaneiro_S_Turn02,Rio de Janeiro,17,0,1,18
518035,27/8/2022,21:30:00,21:45:00,LineaB,LineaB_JMRosas_Este_Turn01,Rosas,1,0,0,1
42046,3/8/2022,06:15:00,06:30:00,LineaB,LineaB_Florida_O_Turn04,Florida,1,0,0,1
14861,1/8/2022,18:00:00,18:15:00,LineaB,LineaB_Medrano_N_Turn02,Medrano,51,0,0,51
388656,21/8/2022,11:30:00,11:45:00,LineaA,LineaA_Carabobo_O_Turn03,Carabobo,8,0,1,9
167926,9/8/2022,15:00:00,15:15:00,LineaA,LineaA_Lima_S_Turn01,Lima,43,0,0,43
498356,26/8/2022,20:15:00,20:30:00,LineaA,LineaA_Miserere_Q_HALL_Turn03,Plaza Miserere,17,0,0,17
572898,30/8/2022,20:45:00,21:00:00,LineaB,LineaB_JMRosas_Oeste_Turn07,Rosas,7,0,0,7
164657,9/8/2022,12:15:00,12:30:00,LineaB,LineaB_Medrano_N_Turn02,Medrano,50,0,4,54
245691,13/8/2022,12:15:00,12:30:00,LineaB,LineaB_LosIncas_Turn01,Los Incas,7,0,0,7
408272,22/8/2022,13:15:00,13:30:00,LineaA,LineaA_Carabobo_O_Turn03,Carabobo,20,0,6,26
357086,19/8/2022,15:00:00,15:15:00,LineaA,LineaA_Carabobo_O_Turn03,Carabobo,16,0,1,17
574464,30/8/2022,22:00:00,22:15:00,LineaC,LineaC_DNorte_N_Turn01,Diagonal Norte,7,0,0,7
579378,31/8/2022,09:00:00,09:15:00,LineaC,LineaC_Indepen_Turn02,Independencia,27,0,0,27
235008,12/8/2022,19:30:00,19:45:00,LineaA,LineaA_Flores_Oeste_Turn01,Flores,7,0,0,7
497831,26/8/2022,19:45:00,20:00:00,LineaA,LineaA_Puan_O_Turn02,Puan,12,0,1,13
572563,30/8/2022,20:15:00,20:30:00,LineaB,LineaB_Medrano_S_Turn02,Medrano,34,0,1,35
129501,7/8/2022,15:45:00,16:00:00,LineaC,LineaC_SanMartin_S_Turn02,General San Martin,2,0,0,2
418590,22/8/2022,22:15:00,22:30:00,LineaA,LineaA_Piedras_S_Turn01,Piedras,4,1,0,5
3133,1/8/2022,08:15:00,08:30:00,LineaB,LineaB_Pellegrini_E_Turn06,Carlos Pellegrini,35,1,0,36
477813,25/8/2022,20:30:00,20:45:00,LineaC,LineaC_Moreno_N_Turn02,Mariano Moreno,6,0,1,7
236509,12/8/2022,20:45:00,21:00:00,LineaC,LineaC_Retiro_Turn09,Retiro,14,0,2,16
442104,24/8/2022,07:15:00,07:30:00,LineaA,LineaA_Lima_N_Turn02,Lima,6,0,2,8
252981,13/8/2022,19:00:00,19:15:00,LineaA,LineaA_PMayo_E_Turn03,Plaza de Mayo,52,0,3,55
353288,19/8/2022,11:45:00,12:00:00,LineaC,LineaC_DNorte_N_Turn03,Diagonal Norte,7,0,0,7
152514,8/8/2022,19:15:00,19:30:00,LineaA,LineaA_PJunta_S_Turn05,Primera Junta,18,0,0,18
497425,26/8/2022,19:30:00,19:45:00,LineaA,LineaA_Miserere_Q_HALL_Turn03,Plaza Miserere,5,0,0,5
410884,22/8/2022,15:30:00,15:45:00,LineaA,LineaA_Puan_O_Turn02,Puan,14,0,0,14
327330,18/8/2022,07:15:00,07:30:00,LineaB,LineaB_Gardel_S_Turn03,Carlos Gardel,15,0,1,16
46247,3/8/2022,10:00:00,10:15:00,LineaA,LineaA_Miserere_Q_HALL_Turn04,Plaza Miserere,28,0,0,28
39123,2/8/2022,21:15:00,21:30:00,LineaB,LineaB_JMRosas_Oeste_Turn06,Rosas,5,0,0,5
573646,30/8/2022,21:15:00,21:30:00,LineaA,LineaA_Congreso_S_Turn02,Congreso,22,0,0,22
325624,18/8/2022,05:30:00,05:45:00,LineaB,LineaB_Echeverria_Este_Turn01,Echeverria,1,0,0,1
409610,22/8/2022,14:15:00,14:30:00,LineaB,LineaB_LosIncas_Turn06,Los Incas,0,0,3,3
570125,30/8/2022,18:15:00,18:30:00,LineaB,LineaB_Dorrego_N_Turn05,Dorrego,45,0,1,46
2455,1/8/2022,07:45:00,08:00:00,LineaA,LineaA_Alberti_Turn01,Alberti,15,0,1,16
473025,25/8/2022,16:30:00,16:45:00,LineaA,LineaA_SnzPena_S_Turn01,Saenz Peña ,31,0,3,34
503134,27/8/2022,07:30:00,07:45:00,LineaA,LineaA_Flores_Este_Turn01,Flores,9,0,1,10
181979,10/8/2022,09:30:00,09:45:00,LineaA,LineaA_PMayo_O_Turn04,Plaza de Mayo,4,0,0,4
522593,28/8/2022,10:30:00,10:45:00,LineaB,LineaB_Uruguay_S_Turn02,Uruguay,3,0,0,3
7390,1/8/2022,11:45:00,12:00:00,LineaA,LineaA_Miserere_Q_HALL_Turn01,Plaza Miserere,0,0,2,2
56389,3/8/2022,18:15:00,18:30:00,LineaC,LineaC_Retiro_Turn04,Retiro,10,0,0,10
239227,13/8/2022,06:00:00,06:15:00,LineaC,LineaC_Constitucion_Turn15,Constitucion,58,0,0,58
93454,5/8/2022,14:45:00,15:00:00,LineaC,LineaC_DNorte_N_Turn02,Diagonal Norte,11,0,0,11
137383,8/8/2022,06:30:00,06:45:00,LineaB,LineaB_Gallardo_N_Turn02,Angel Gallardo,11,0,0,11
144335,8/8/2022,12:30:00,12:45:00,LineaB,LineaB_Lacroze_S_Turn02,Federico Lacroze,10,0,0,10
515094,27/8/2022,18:45:00,19:00:00,LineaB,LineaB_Echeverria_Oeste_Turn02,Echeverria,20,0,1,21
509457,27/8/2022,13:30:00,13:45:00,LineaA,LineaA_Pasco_Turn02,Pasco,5,0,0,5
230923,12/8/2022,16:15:00,16:30:00,LineaC,LineaC_Constitucion_Plaza_Turn11,Constitucion,56,0,15,71
89741,5/8/2022,11:45:00,12:00:00,LineaB,LineaB_Uruguay_N_Turn02,Uruguay,15,0,1,16
374265,20/8/2022,13:15:00,13:30:00,LineaA,LineaA_RJaneiro_N_Turn01,Rio de Janeiro,32,0,0,32
456826,24/8/2022,19:30:00,19:45:00,LineaA,LineaA_SnzPena_N_Turn01,Saenz Peña ,5,0,0,5
401532,22/8/2022,07:30:00,07:45:00,LineaC,LineaC_Constitucion_Turn11,Constitucion,74,0,27,101
132823,7/8/2022,19:00:00,19:15:00,LineaB,LineaB_Pueyr_N_Turn01,Pueyrredon,10,0,0,10
372107,20/8/2022,11:15:00,11:30:00,LineaA,LineaA_Alberti_Turn02,Alberti,16,0,1,17
322733,17/8/2022,20:30:00,20:45:00,LineaB,LineaB_Malabia_N_Turn02,Malabia,14,0,0,14
285748,15/8/2022,21:15:00,21:30:00,LineaB,LineaB_Alem_S_Turn03,Leandro N. Alem,8,0,0,8
357464,19/8/2022,15:15:00,15:30:00,LineaA,LineaA_PJunta_N_Turn01,Primera Junta,27,0,0,27
159109,9/8/2022,07:30:00,07:45:00,LineaB,LineaB_Echeverria_Oeste_Turn03,Echeverria,48,1,3,52
383019,20/8/2022,21:30:00,21:45:00,LineaB,LineaB_Pueyr_N_Turn01,Pueyrredon,4,0,0,4
101500,5/8/2022,21:45:00,22:00:00,LineaA,LineaA_Carabobo_O_Turn01,Carabobo,4,0,0,4
452846,24/8/2022,16:15:00,16:30:00,LineaA,LineaA_RJaneiro_S_Turn01,Rio de Janeiro,45,2,0,47
401390,22/8/2022,07:15:00,07:30:00,LineaB,LineaB_Medrano_S_Turn01,Medrano,38,0,0,38
514809,27/8/2022,18:30:00,18:45:00,LineaC,LineaC_SanMartin_N_Turn03,General San Martin,13,0,0,13
294299,16/8/2022,12:00:00,12:15:00,LineaA,LineaA_Lima_S_Turn02,Lima,38,0,0,38
334776,18/8/2022,13:30:00,13:45:00,LineaC,LineaC_AVMayo_S_Turn01,Avenida de Mayo,9,0,2,11
138574,8/8/2022,07:30:00,07:45:00,LineaB,LineaB_LosIncas_Turn03,Los Incas,37,0,4,41
547487,29/8/2022,16:15:00,16:30:00,LineaB,LineaB_Echeverria_Oeste_Turn03,Echeverria,32,0,0,32
499545,26/8/2022,21:15:00,21:30:00,LineaC,LineaC_Constitucion_Plaza_Turn06,Constitucion,2,0,0,2
117004,6/8/2022,19:00:00,19:15:00,LineaB,LineaB_Pueyr_N_Turn02,Pueyrredon,18,0,0,18
91021,5/8/2022,13:00:00,13:15:00,LineaA,LineaA_Congreso_S_Turn01,Congreso,38,1,0,39
89465,5/8/2022,11:30:00,11:45:00,LineaB,LineaB_Alem_S_Turn05,Leandro N. Alem,2,0,0,2
180770,10/8/2022,08:30:00,08:45:00,LineaA,LineaA_Carabobo_O_Turn02,Carabobo,20,0,0,20
209136,11/8/2022,15:00:00,15:15:00,LineaB,LineaB_Pellegrini_E_Turn07,Carlos Pellegrini,53,0,15,68
399254,21/8/2022,22:30:00,22:45:00,LineaA,LineaA_Puan_E_Turn01,Puan,0,0,2,2
62117,4/8/2022,05:45:00,06:00:00,LineaB,LineaB_Gallardo_S_Turn02,Angel Gallardo,2,0,0,2
325713,18/8/2022,05:30:00,05:45:00,LineaA,LineaA_Acoyte_N_Turn02,Acoyte,0,0,1,1
319316,17/8/2022,17:30:00,17:45:00,LineaB,LineaB_Medrano_N_Turn03,Medrano,69,0,3,72
529072,28/8/2022,16:45:00,17:00:00,LineaB,LineaB_CallaoB_S_Turn03,Callao.B,6,0,0,6
216556,11/8/2022,21:15:00,21:30:00,LineaC,LineaC_Moreno_S_Turn03,Mariano Moreno,3,0,0,3
95714,5/8/2022,16:45:00,17:00:00,LineaC,LineaC_Constitucion_Turn12,Constitucion,10,0,0,10
368091,20/8/2022,07:15:00,07:30:00,LineaC,LineaC_Moreno_N_Turn03,Mariano Moreno,1,0,0,1
429335,23/8/2022,13:45:00,14:00:00,LineaA,LineaA_Miserere_Q_HALL_Turn02,Plaza Miserere,14,0,0,14
143601,8/8/2022,11:45:00,12:00:00,LineaA,LineaA_Acoyte_N_Asc01,Acoyte,1,0,1,2
592332,31/8/2022,19:45:00,20:00:00,LineaB,LineaB_Echeverria_Este_Turn01,Echeverria,5,0,0,5
515406,27/8/2022,19:00:00,19:15:00,LineaC,LineaC_Constitucion_Turn09,Constitucion,0,0,1,1
349919,19/8/2022,09:00:00,09:15:00,LineaC,LineaC_AVMayo_S_Turn01,Avenida de Mayo,6,0,0,6
100362,5/8/2022,20:30:00,20:45:00,LineaB,LineaB_Pasteur_N_Turn03,Pasteur,4,0,0,4
225564,12/8/2022,11:45:00,12:00:00,LineaB,LineaB_Echeverria_Oeste_Turn02,Echeverria,22,0,3,25
433658,23/8/2022,17:15:00,17:30:00,LineaC,LineaC_Constitucion_Plaza_Turn04,Constitucion,10,0,0,10
189096,10/8/2022,15:30:00,15:45:00,LineaA,LineaA_PMayo_O_Turn01,Plaza de Mayo,9,0,1,10
272687,15/8/2022,07:45:00,08:00:00,LineaB,LineaB_Lacroze_O_Turn04,Federico Lacroze,3,0,0,3
189038,10/8/2022,15:15:00,15:30:00,LineaC,LineaC_Lavalle_N_Turn01,Lavalle,31,0,1,32
206450,11/8/2022,12:45:00,13:00:00,LineaC,LineaC_DNorte_N_Turn03,Diagonal Norte,7,0,1,8
258566,14/8/2022,08:45:00,09:00:00,LineaA,LineaA_SanPedrito_Oeste_Turn04,San Pedrito,4,0,0,4
264914,14/8/2022,15:00:00,15:15:00,LineaA,LineaA_SanPedrito_Este_Turn03,San Pedrito,27,0,0,27
28397,2/8/2022,12:15:00,12:30:00,LineaA,LineaA_SanPedrito_Oeste_Turn03,San Pedrito,17,0,3,20
517341,27/8/2022,20:45:00,21:00:00,LineaA,LineaA_SnzPena_S_Turn03,Saenz Peña ,4,0,0,4
168227,9/8/2022,15:15:00,15:30:00,LineaA,LineaA_RJaneiro_N_Turn01,Rio de Janeiro,31,0,3,34
281350,15/8/2022,16:45:00,17:00:00,LineaA,LineaA_SanPedrito_Oeste_Turn02,San Pedrito,6,0,0,6
544543,29/8/2022,13:45:00,14:00:00,LineaC,LineaC_AVMayo_S_Turn03,Avenida de Mayo,11,0,2,13
222971,12/8/2022,09:30:00,09:45:00,LineaB,LineaB_Pellegrini_E_Turn07,Carlos Pellegrini,30,0,1,31
7574,1/8/2022,12:00:00,12:15:00,LineaA,LineaA_SanPedrito_Este_Turn02,San Pedrito,34,0,1,35
178119,10/8/2022,06:15:00,06:30:00,LineaB,LineaB_Lacroze_E_Turn06,Federico Lacroze,12,0,0,12
195221,10/8/2022,20:30:00,20:45:00,LineaC,LineaC_Indepen_Turn02,Independencia,19,0,0,19
550272,29/8/2022,18:30:00,18:45:00,LineaB,LineaB_CallaoB_S_Turn02,Callao.B,83,0,2,85
505617,27/8/2022,10:00:00,10:15:00,LineaC,LineaC_SanMartin_S_Turn02,General San Martin,4,0,0,4
136549,8/8/2022,05:30:00,05:45:00,LineaB,LineaB_LosIncas_Turn01,Los Incas,5,0,0,5
261299,14/8/2022,11:30:00,11:45:00,LineaB,LineaB_Alem_S_Turn05,Leandro N. Alem,2,0,0,2
374492,20/8/2022,13:30:00,13:45:00,LineaA,LineaA_Flores_Este_Turn02,Flores,39,0,0,39
198728,11/8/2022,06:15:00,06:30:00,LineaA,LineaA_RJaneiro_S_Turn02,Rio de Janeiro,2,0,0,2
39751,2/8/2022,21:45:00,22:00:00,LineaA,LineaA_CBarros_S_Turn02,Castro Barros,6,0,0,6
67748,4/8/2022,10:45:00,11:00:00,LineaC,LineaC_Retiro_Turn09,Retiro,23,0,3,26
409229,22/8/2022,14:00:00,14:15:00,LineaA,LineaA_Peru_S_Turn02,Peru,57,0,2,59
962,1/8/2022,06:15:00,06:30:00,LineaC,LineaC_Retiro_Turn05,Retiro,4,0,0,4
472601,25/8/2022,16:00:00,16:15:00,LineaA,LineaA_PJunta_N_Turn02,Primera Junta,32,0,2,34
192943,10/8/2022,18:30:00,18:45:00,LineaC,LineaC_Moreno_N_Turn02,Mariano Moreno,19,0,0,19
189150,10/8/2022,15:30:00,15:45:00,LineaB,LineaB_Lacroze_O_Turn09,Federico Lacroze,25,0,0,25
25930,2/8/2022,10:15:00,10:30:00,LineaA,LineaA_PJunta_S_Turn04,Primera Junta,10,0,0,10
548422,29/8/2022,17:00:00,17:15:00,LineaA,LineaA_CBarros_S_Turn01,Castro Barros,58,0,1,59
294090,16/8/2022,11:45:00,12:00:00,LineaB,LineaB_JMRosas_Este_Turn02,Rosas,32,0,1,33
189899,10/8/2022,16:00:00,16:15:00,LineaC,LineaC_Constitucion_Plaza_Turn04,Constitucion,7,0,0,7
10798,1/8/2022,14:45:00,15:00:00,LineaA,LineaA_Alberti_Turn01,Alberti,21,0,0,21
580807,31/8/2022,10:00:00,10:15:00,LineaC,LineaC_DNorte_N_Turn02,Diagonal Norte,3,0,0,3
84635,5/8/2022,07:30:00,07:45:00,LineaB,LineaB_Lacroze_S_Turn04,Federico Lacroze,4,0,0,4
128310,7/8/2022,14:45:00,15:00:00,LineaB,LineaB_Uruguay_S_Turn01,Uruguay,5,0,0,5
186769,10/8/2022,13:30:00,13:45:00,LineaA,LineaA_Miserere_Q_HALL_Turn02,Plaza Miserere,44,0,0,44
363180,19/8/2022,20:00:00,20:15:00,LineaB,LineaB_Tronador_Turn03,Tronador,17,0,0,17
265488,14/8/2022,15:30:00,15:45:00,LineaB,LineaB_Dorrego_N_Turn01,Dorrego,13,0,0,13
133678,7/8/2022,19:45:00,20:00:00,LineaA,LineaA_CBarros_S_Turn01,Castro Barros,22,0,0,22
463922,25/8/2022,08:30:00,08:45:00,LineaA,LineaA_Puan_O_Turn02,Puan,43,0,2,45
41351,3/8/2022,05:45:00,06:00:00,LineaA,LineaA_Acoyte_N_Turn05,Acoyte,3,0,0,3
21931,2/8/2022,06:45:00,07:00:00,LineaB,LineaB_Uruguay_S_Turn02,Uruguay,11,0,0,11
398302,21/8/2022,21:15:00,21:30:00,LineaB,LineaB_Echeverria_Oeste_Turn03,Echeverria,4,0,0,4
555362,30/8/2022,05:30:00,05:45:00,LineaC,LineaC_Constitucion_Turn14,Constitucion,48,0,1,49
326850,18/8/2022,06:45:00,07:00:00,LineaB,LineaB_Lacroze_O_Turn03,Federico Lacroze,35,1,1,37
478746,25/8/2022,21:15:00,21:30:00,LineaA,LineaA_PMayo_O_Turn03,Plaza de Mayo,2,0,0,2
381030,20/8/2022,19:30:00,19:45:00,LineaB,LineaB_CallaoB_S_Turn01,Callao.B,59,0,0,59
356098,19/8/2022,14:15:00,14:30:00,LineaB,LineaB_Uruguay_S_Turn01,Uruguay,38,0,2,40
204086,11/8/2022,10:45:00,11:00:00,LineaC,LineaC_DNorte_N_Turn02,Diagonal Norte,5,0,0,5
330308,18/8/2022,09:45:00,10:00:00,LineaC,LineaC_Constitucion_Turn22,Constitucion,51,0,1,52
401043,22/8/2022,07:00:00,07:15:00,LineaB,LineaB_Pellegrini_E_Turn01,Carlos Pellegrini,9,0,0,9
521937,28/8/2022,10:00:00,10:15:00,LineaA,LineaA_Congreso_N_Turn01,Congreso,7,0,1,8
299279,16/8/2022,16:00:00,16:15:00,LineaC,LineaC_SanMartin_N_Turn03,General San Martin,37,0,1,38
8511,1/8/2022,12:45:00,13:00:00,LineaA,LineaA_Miserere_S_Turn02,Plaza Miserere,24,0,1,25
38025,2/8/2022,20:15:00,20:30:00,LineaA,LineaA_Lima_S_Turn01,Lima,14,0,4,18
231280,12/8/2022,16:30:00,16:45:00,LineaB,LineaB_Echeverria_Este_Turn02,Echeverria,20,0,3,23
396522,21/8/2022,19:30:00,19:45:00,LineaB,LineaB_Lacroze_E_Turn06,Federico Lacroze,12,0,0,12
469580,25/8/2022,13:30:00,13:45:00,LineaB,LineaB_Lacroze_O_Turn08,Federico Lacroze,15,0,0,15
142056,8/8/2022,10:30:00,10:45:00,LineaC,LineaC_Lavalle_N_Turn03,Lavalle,10,0,0,10
503491,27/8/2022,08:00:00,08:15:00,LineaB,LineaB_LosIncas_Turn05,Los Incas,4,0,0,4
223897,12/8/2022,10:15:00,10:30:00,LineaA,LineaA_Alberti_Turn01,Alberti,8,0,1,9
392672,21/8/2022,15:30:00,15:45:00,LineaB,LineaB_JMRosas_Oeste_Turn03,Rosas,15,0,0,15
539807,29/8/2022,10:00:00,10:15:00,LineaA,LineaA_Congreso_N_Turn03,Congreso,26,0,4,30
400003,22/8/2022,06:00:00,06:15:00,LineaC,LineaC_Moreno_S_Turn03,Mariano Moreno,2,0,0,2
329777,18/8/2022,09:15:00,09:30:00,LineaB,LineaB_JMRosas_Oeste_Turn06,Rosas,62,0,0,62
21443,2/8/2022,06:15:00,06:30:00,LineaB,LineaB_Florida_O_Turn02,Florida,1,0,0,1
290131,16/8/2022,08:30:00,08:45:00,LineaA,LineaA_Peru_N_Turn01,Peru,1,0,0,1
87593,5/8/2022,10:00:00,10:15:00,LineaC,LineaC_Constitucion_Plaza_Turn10,Constitucion,76,0,1,77
69340,4/8/2022,12:00:00,12:15:00,LineaB,LineaB_Pueyr_S_Turn01,Pueyrredon,25,0,0,25
253310,13/8/2022,19:15:00,19:30:00,LineaB,LineaB_Gardel_S_Turn02,Carlos Gardel,50,0,0,50
338430,18/8/2022,16:30:00,16:45:00,LineaB,LineaB_Uruguay_S_Asc01,Uruguay,1,0,0,1
432415,23/8/2022,16:15:00,16:30:00,LineaB,LineaB_LosIncas_Turn03,Los Incas,28,0,1,29
135117,7/8/2022,21:15:00,21:30:00,LineaB,LineaB_Gallardo_N_Turn01,Angel Gallardo,2,0,0,2
562911,30/8/2022,12:15:00,12:30:00,LineaB,LineaB_Lacroze_S_Turn03,Federico Lacroze,3,0,0,3
427491,23/8/2022,12:15:00,12:30:00,LineaB,LineaB_Gardel_S_Turn02,Carlos Gardel,16,0,0,16
518618,27/8/2022,22:00:00,22:15:00,LineaC,LineaC_Retiro_Turn08,Retiro,1,0,0,1
286541,15/8/2022,22:30:00,22:45:00,LineaB,LineaB_Gardel_S_Turn02,Carlos Gardel,2,0,0,2
502534,27/8/2022,07:00:00,07:15:00,LineaB,LineaB_Pasteur_N_Turn01,Pasteur,1,0,0,1
13164,1/8/2022,16:30:00,16:45:00,LineaB,LineaB_Alem_S_Turn01,Leandro N. Alem,59,0,1,60
250134,13/8/2022,16:30:00,16:45:00,LineaA,LineaA_Piedras_N_Turn02,Piedras,4,0,0,4
89923,5/8/2022,12:00:00,12:15:00,LineaB,LineaB_LosIncas_Turn03,Los Incas,21,0,2,23
266767,14/8/2022,16:45:00,17:00:00,LineaC,LineaC_Constitucion_Turn15,Constitucion,15,0,0,15
228044,12/8/2022,13:45:00,14:00:00,LineaB,LineaB_Lacroze_S_Turn01,Federico Lacroze,3,0,0,3
296578,16/8/2022,13:45:00,14:00:00,LineaB,LineaB_JMRosas_Oeste_Turn06,Rosas,18,0,2,20
399880,22/8/2022,05:45:00,06:00:00,LineaB,LineaB_Echeverria_Este_Turn01,Echeverria,1,0,0,1
90849,5/8/2022,12:45:00,13:00:00,LineaB,LineaB_Malabia_N_Turn01,Malabia,46,0,1,47
459168,24/8/2022,21:45:00,22:00:00,LineaB,LineaB_Lacroze_O_Turn06,Federico Lacroze,2,0,2,4
351599,19/8/2022,10:30:00,10:45:00,LineaC,LineaC_DNorte_N_Turn02,Diagonal Norte,3,0,0,3
218193,11/8/2022,23:00:00,23:15:00,LineaA,LineaA_RJaneiro_S_Turn02,Rio de Janeiro,2,0,0,2
293304,16/8/2022,11:15:00,11:30:00,LineaC,LineaC_Lavalle_N_Turn01,Lavalle,3,0,0,3
546498,29/8/2022,15:30:00,15:45:00,LineaB,LineaB_LosIncas_Turn01,Los Incas,11,0,0,11
157176,9/8/2022,05:45:00,06:00:00,LineaC,LineaC_SanMartin_N_Turn01,General San Martin,1,0,0,1
556473,30/8/2022,06:45:00,07:00:00,LineaB,LineaB_Lacroze_E_Turn03,Federico Lacroze,6,0,1,7
561184,30/8/2022,10:45:00,11:00:00,LineaA,LineaA_CBarros_S_Turn01,Castro Barros,19,0,1,20
490391,26/8/2022,13:45:00,14:00:00,LineaC,LineaC_Retiro_Turn04,Retiro,12,0,0,12
96272,5/8/2022,17:15:00,17:30:00,LineaA,LineaA_Flores_Este_Turn03,Flores,38,0,0,38
352225,19/8/2022,11:00:00,11:15:00,LineaA,LineaA_Peru_S_Turn04,Peru,1,0,0,1
380701,20/8/2022,19:15:00,19:30:00,LineaB,LineaB_LosIncas_Turn01,Los Incas,14,0,2,16
197714,10/8/2022,23:15:00,23:30:00,LineaC,LineaC_SanJuan_Turn01,San Juan,0,0,1,1
287029,16/8/2022,05:45:00,06:00:00,LineaB,LineaB_Malabia_N_Turn01,Malabia,4,0,0,4
590827,31/8/2022,18:30:00,18:45:00,LineaB,LineaB_Dorrego_N_Turn04,Dorrego,30,0,0,30
153650,8/8/2022,20:15:00,20:30:00,LineaA,LineaA_Miserere_Q_HALL_Turn04,Plaza Miserere,9,0,0,9
438250,23/8/2022,21:15:00,21:30:00,LineaB,LineaB_Medrano_N_Turn03,Medrano,19,0,4,23
309469,17/8/2022,07:30:00,07:45:00,LineaB,LineaB_Uruguay_S_Turn04,Uruguay,4,0,0,4
179502,10/8/2022,07:30:00,07:45:00,LineaA,LineaA_PJunta_S_Turn04,Primera Junta,52,0,4,56
434746,23/8/2022,18:15:00,18:30:00,LineaA,LineaA_Carabobo_O_Turn03,Carabobo,19,0,1,20
579426,31/8/2022,09:00:00,09:15:00,LineaB,LineaB_Echeverria_Oeste_Turn02,Echeverria,47,0,1,48
16172,1/8/2022,19:00:00,19:15:00,LineaB,LineaB_Lacroze_S_Turn01,Federico Lacroze,10,0,1,11
432448,23/8/2022,16:15:00,16:30:00,LineaB,LineaB_Pueyr_S_Turn01,Pueyrredon,34,0,0,34
585298,31/8/2022,14:00:00,14:15:00,LineaB,LineaB_Malabia_N_Turn01,Malabia,46,0,0,46
578021,31/8/2022,07:45:00,08:00:00,LineaA,LineaA_SanPedrito_Oeste_Turn06,San Pedrito,61,0,1,62
481996,26/8/2022,06:45:00,07:00:00,LineaA,LineaA_SnzPena_N_Turn02,Saenz Peña ,2,0,1,3
173761,9/8/2022,19:45:00,20:00:00,LineaA,LineaA_Loria_S_Turn01,Loria,11,0,2,13
461197,25/8/2022,06:00:00,06:15:00,LineaB,LineaB_JMRosas_Oeste_Turn06,Rosas,22,0,3,25
482860,26/8/2022,07:30:00,07:45:00,LineaB,LineaB_Pellegrini_O_Turn02,Carlos Pellegrini,22,0,2,24
305190,16/8/2022,21:15:00,21:30:00,LineaB,LineaB_Florida_O_Turn05,Florida,13,0,0,13
532128,28/8/2022,19:45:00,20:00:00,LineaB,LineaB_Tronador_Turn03,Tronador,4,0,0,4
172398,9/8/2022,18:45:00,19:00:00,LineaB,LineaB_Alem_S_Turn01,Leandro N. Alem,65,0,1,66
325717,18/8/2022,05:30:00,05:45:00,LineaA,LineaA_PMayo_E_Turn02,Plaza de Mayo,4,0,0,4
422861,23/8/2022,08:15:00,08:30:00,LineaB,LineaB_Malabia_S_Turn01,Malabia,28,0,0,28
142170,8/8/2022,10:30:00,10:45:00,LineaB,LineaB_Tronador_Turn01,Tronador,25,0,0,25
217666,11/8/2022,22:30:00,22:45:00,LineaB,LineaB_LosIncas_Turn03,Los Incas,5,0,1,6
478442,25/8/2022,21:00:00,21:15:00,LineaA,LineaA_Carabobo_O_Turn01,Carabobo,1,0,0,1
370286,20/8/2022,09:30:00,09:45:00,LineaA,LineaA_SnzPena_S_Turn01,Saenz Peña ,12,0,0,12
204664,11/8/2022,11:15:00,11:30:00,LineaA,LineaA_PMayo_E_Turn01,Plaza de Mayo,204,0,0,204
580083,31/8/2022,09:30:00,09:45:00,LineaC,LineaC_AVMayo_S_Turn02,Avenida de Mayo,8,0,0,8
376761,20/8/2022,15:30:00,15:45:00,LineaA,LineaA_Peru_S_Turn04,Peru,6,0,4,10
345048,18/8/2022,22:15:00,22:30:00,LineaB,LineaB_CallaoB_N_Turn01,Callao.B,5,0,1,6
485965,26/8/2022,10:00:00,10:15:00,LineaB,LineaB_Gallardo_N_Turn02,Angel Gallardo,47,0,2,49
547984,29/8/2022,16:45:00,17:00:00,LineaB,LineaB_LosIncas_Turn03,Los Incas,31,0,3,34
